D_id,G_id,paper
MESH:D001321,55041,2
MESH:D001321,7067,2
MESH:D001321,4342,2
MESH:D001321,10942,2
MESH:D001321,10903,2
MESH:D001321,5310,2
MESH:D001321,5533,2
MESH:D001321,2162,2
MESH:D001321,643418,2
MESH:D001321,4179,2
MESH:D001321,3491,2
MESH:D001321,2643,2
MESH:D001321,9736,2
MESH:D001321,1,2
MESH:D001321,84548,2
MESH:D001321,2201,2
MESH:D001321,57534,2
MESH:D001321,10249,2
MESH:D001321,23181,2
MESH:D001321,1111,2
MESH:D001321,4792,2
MESH:D001321,23657,2
MESH:D001321,24140,2
MESH:D001321,1543,2
MESH:D001321,6538,2
MESH:D001321,6776,2
MESH:D001321,10578,2
MESH:D001321,2260,2
MESH:D001321,3827,2
MESH:D001321,924,2
MESH:D001321,9536,2
MESH:D001321,23085,2
MESH:D001321,26059,2
MESH:D001321,5927,2
MESH:D001321,5243,2
MESH:D001321,54474,2
MESH:D001321,4760,2
MESH:D001321,3231,2
MESH:D001321,914,2
MESH:D001321,57459,2
MESH:D001321,673,2
MESH:D001321,9748,2
MESH:D001321,3661,2
MESH:D001321,26610,2
MESH:D001321,11153,2
MESH:D001321,7051,2
MESH:D001321,7112,2
MESH:D001321,5562,2
MESH:D001321,9567,2
MESH:D001321,384,2
MESH:D001321,6855,2
MESH:D001321,94233,2
MESH:D001321,1593,2
MESH:D001321,1000,2
MESH:D001321,3021,2
MESH:D001321,1232,2
MESH:D001321,8841,2
MESH:D001321,153769,2
MESH:D001321,6422,2
MESH:D001321,1142,2
MESH:D001321,8973,2
MESH:D001321,23284,2
MESH:D001321,7533,2
MESH:D001321,80331,1
MESH:D001321,537,1
MESH:D001321,6386,1
MESH:D001321,5523,1
MESH:D001321,5518,1
MESH:D001321,29966,1
MESH:D001321,83733,1
MESH:D001321,56999,1
MESH:D001321,10276,1
MESH:D001321,6445,1
MESH:D001321,10659,1
MESH:D001321,79895,1
MESH:D001321,11001,1
MESH:D001321,11320,1
MESH:D001321,55256,1
MESH:D001321,59338,1
MESH:D001321,10197,1
MESH:D001321,5106,1
MESH:D001321,340267,1
MESH:D001321,196385,1
MESH:D001321,4157,1
MESH:D001321,388931,1
MESH:D001321,24,1
MESH:D001321,51199,1
MESH:D001321,71,1
MESH:D001321,7276,1
MESH:D001321,64127,1
MESH:D001321,5521,1
MESH:D001321,114,1
MESH:D001321,64864,1
MESH:D001321,5991,1
MESH:D001321,58506,1
MESH:D001321,221092,1
MESH:D001321,375790,1
MESH:D001321,9525,1
MESH:D001321,50488,1
MESH:D001321,3034,1
MESH:D001321,81846,1
MESH:D001321,782,1
MESH:D001321,6342,1
MESH:D001321,1616,1
MESH:D001321,170463,1
MESH:D001321,379,1
MESH:D001321,9522,1
MESH:D001321,10020,1
MESH:D001321,219,1
MESH:D001321,83483,1
MESH:D001321,60436,1
MESH:D001321,2632,1
MESH:D001321,594857,1
MESH:D001321,363,1
MESH:D001321,374654,1
MESH:D001321,9401,1
MESH:D001321,64080,1
MESH:D001321,80273,1
MESH:D001321,339453,1
MESH:D001321,343071,1
MESH:D001321,100131827,1
MESH:D001321,440153,1
MESH:D001321,2719,1
MESH:D001321,25769,1
MESH:D001321,57822,1
MESH:D001321,8574,1
MESH:D001321,4148,1
MESH:D001321,55330,1
MESH:D001321,6888,1
MESH:D001321,51805,1
MESH:D001321,892,1
MESH:D001321,59336,1
MESH:D001321,26235,1
MESH:D001321,23421,1
MESH:D001321,2968,1
MESH:D001321,780,1
MESH:D001321,4317,1
MESH:D001321,84455,1
MESH:D001321,2358,1
MESH:D001321,139065,1
MESH:D001321,4593,1
MESH:D001321,55835,1
MESH:D001321,10641,1
MESH:D001321,1946,1
MESH:D001321,79187,1
MESH:D001321,173,1
MESH:D001321,256472,1
MESH:D001321,126129,1
MESH:D001321,10490,1
MESH:D001321,4867,1
MESH:D001321,27327,1
MESH:D001321,57690,1
MESH:D001321,55236,1
MESH:D001321,10274,1
MESH:D001321,9678,1
MESH:D001321,23031,1
MESH:D001321,79840,1
MESH:D001321,7156,1
MESH:D001321,165918,1
MESH:D001321,29127,1
MESH:D001321,2837,1
MESH:D001321,26085,1
MESH:D001321,5650,1
MESH:D001321,43847,1
MESH:D001321,25818,1
MESH:D001321,3817,1
MESH:D001321,3816,1
MESH:D001321,43849,1
MESH:D001321,5655,1
MESH:D001321,284366,1
MESH:D001321,3784,1
MESH:D001321,137994,1
MESH:D001321,8632,1
MESH:D001321,800,1
MESH:D001321,6663,1
MESH:D001321,54964,1
MESH:D001321,8491,1
MESH:D001321,3274,1
MESH:D001321,132320,1
MESH:D001321,322,1
MESH:D001321,4214,1
MESH:D001321,147381,1
MESH:D001321,10665,1
MESH:D001321,54664,1
MESH:D001321,56137,1
MESH:D001321,3953,1
MESH:D001321,6860,1
MESH:D001321,132789,1
MESH:D001321,23788,1
MESH:D001321,1464,1
MESH:D001321,6833,1
MESH:D001321,79625,1
MESH:D001321,968,1
MESH:D001321,51720,1
MESH:D001321,123169,1
MESH:D001321,54897,1
MESH:D001321,10472,1
MESH:D001321,23013,1
MESH:D001321,6938,1
MESH:D001321,4067,1
MESH:D001321,5601,1
MESH:D001321,57551,1
MESH:D001321,55832,1
MESH:D001321,7475,1
MESH:D001321,8570,1
MESH:D001321,57554,1
MESH:D001321,828,1
MESH:D001321,240,1
MESH:D001321,7691,1
MESH:D001321,8760,1
MESH:D001321,159,1
MESH:D001321,2078,1
MESH:D001321,55907,1
MESH:D001321,8092,1
MESH:D001321,10671,1
MESH:D001321,6861,1
MESH:D001321,57453,1
MESH:D001321,114769,1
MESH:D001321,23205,1
MESH:D001321,8914,1
MESH:D001321,4288,1
MESH:D001321,114112,1
MESH:D001321,317671,1
MESH:D001321,6700,1
MESH:D001321,6626,1
MESH:D001321,57609,1
MESH:D001321,92745,1
MESH:D001321,51234,1
MESH:D001321,55754,1
MESH:D001321,54623,1
MESH:D001321,55540,1
MESH:D001321,1407,1
MESH:D001321,7403,1
MESH:D001321,80333,1
MESH:D001321,9290,1
MESH:D001321,23216,1
MESH:D001321,139604,1
MESH:D001321,2645,1
MESH:D001321,55024,1
MESH:D001321,80274,1
MESH:D001321,57688,1
MESH:D001321,6474,1
MESH:D001321,5069,1
MESH:D001321,2938,1
MESH:D001321,6395,1
MESH:D001321,51379,1
MESH:D001321,130749,1
MESH:D001321,6540,1
MESH:D001321,6614,1
MESH:D001321,9027,1
MESH:D001321,3725,1
MESH:D001321,4332,1
MESH:D001321,26003,1
MESH:D001321,5950,1
MESH:D001321,9414,1
MESH:D001321,57530,1
MESH:D001321,1489,1
MESH:D001321,8945,1
MESH:D001321,1434,1
MESH:D001321,51699,1
MESH:D001321,56141,1
MESH:D001321,9123,1
MESH:D001321,8869,1
MESH:D001321,8535,1
MESH:D001321,8867,1
MESH:D001321,6304,1
MESH:D001321,1778,1
MESH:D001321,3960,1
MESH:D001321,1967,1
MESH:D001321,8893,1
MESH:D001321,8892,1
MESH:D001321,266,1
MESH:D001321,265,1
MESH:D001321,10344,1
MESH:D001321,6357,1
MESH:D001321,3925,1
MESH:D001321,312,1
MESH:D001321,23416,1
MESH:D001321,54970,1
MESH:D001321,255239,1
MESH:D001321,51366,1
MESH:D001321,51085,1
MESH:D001321,442117,1
MESH:D001321,7170,1
MESH:D001321,5967,1
MESH:D001321,8793,1
MESH:D001321,984,1
MESH:D001321,728642,1
MESH:D001321,163702,1
MESH:D001321,8481,1
MESH:D001321,51306,1
MESH:D001321,23092,1
MESH:D001321,2123,1
MESH:D001321,115560,1
MESH:D001321,55789,1
MESH:D001321,7169,1
MESH:D001321,6259,1
MESH:D001321,54809,1
MESH:D001321,6002,1
MESH:D001321,344148,1
MESH:D001321,25832,1
MESH:D001321,22916,1
MESH:D001321,10316,1
MESH:D001321,3149,1
MESH:D001321,3303,1
MESH:D001321,6366,1
MESH:D001321,2331,1
MESH:D001321,3315,1
MESH:D001321,1728,1
MESH:D001321,442185,1
MESH:D001321,3376,1
MESH:D001321,6404,1
MESH:D001321,5540,1
MESH:D001321,7706,1
MESH:D001321,5292,1
MESH:D001321,8726,1
MESH:D001321,377677,1
MESH:D001321,27246,1
MESH:D001321,57542,1
MESH:D001321,6500,1
MESH:D001321,8673,1
MESH:D001321,6468,1
MESH:D001321,25897,1
MESH:D001321,154214,1
MESH:D001321,57630,1
MESH:D001321,27152,1
MESH:D001321,8454,1
MESH:D001321,168391,1
MESH:D001321,3757,1
MESH:D001321,1610,1
MESH:D001321,6430,1
MESH:D001321,55066,1
MESH:D001321,4091,1
MESH:D001321,57705,1
MESH:D001321,7029,1
MESH:D001321,6557,1
MESH:D001321,56244,1
MESH:D001321,10724,1
MESH:D001321,55000,1
MESH:D001321,85458,1
MESH:D001321,6498,1
MESH:D001321,468,1
MESH:D001321,10769,1
MESH:D001321,3399,1
MESH:D001321,51115,1
MESH:D001321,192286,1
MESH:D001321,56896,1
MESH:D001321,64801,1
MESH:D001321,3267,1
MESH:D001321,5874,1
MESH:D001321,6545,1
MESH:D001321,7625,1
MESH:D001321,150209,1
MESH:D001321,84861,1
MESH:D001321,1399,1
MESH:D001321,3053,1
MESH:D001321,211,1
MESH:D001321,10130,1
MESH:D001321,8139,1
MESH:D001321,3417,1
MESH:D001321,55605,1
MESH:D001321,4650,1
MESH:D001321,10890,1
MESH:D001321,6253,1
MESH:D001321,4791,1
MESH:D001321,1138,1
MESH:D001321,1143,1
MESH:D001321,7089,1
MESH:D001321,79816,1
MESH:D001321,23137,1
MESH:D001321,55701,1
MESH:D001321,2775,1
MESH:D001321,811,1
MESH:D001321,928,1
MESH:D001321,975,1
MESH:D001321,495,1
MESH:D001321,8630,1
MESH:D001321,862,1
MESH:D001321,23251,1
MESH:D001321,57584,1
MESH:D001321,56776,1
MESH:D001321,142,1
MESH:D001321,221938,1
MESH:D001321,57786,1
MESH:D001321,134637,1
MESH:D001321,1278,1
MESH:D001321,5358,1
MESH:D001321,51594,1
MESH:D001321,10606,1
MESH:D001321,100507027,1
MESH:D001321,1062,1
MESH:D001321,23774,1
MESH:D001321,79694,1
MESH:D001321,19,1
MESH:D001321,121601,1
MESH:D001321,54886,1
MESH:D001321,56894,1
MESH:D001321,5205,1
MESH:D001321,1609,1
MESH:D001321,56895,1
MESH:D001321,1302,1
MESH:D001321,124454,1
MESH:D001321,9353,1
MESH:D001321,9423,1
MESH:D001321,6194,1
MESH:D001321,92293,1
MESH:D001321,22899,1
MESH:D001321,10006,1
MESH:D001321,4540,1
MESH:D001321,4724,1
MESH:D001321,6611,1
MESH:D001321,3172,1
MESH:D001321,4018,1
MESH:D001321,255738,1
MESH:D001321,9267,1
MESH:D001321,6892,1
MESH:D001321,84904,1
MESH:D001321,3191,1
MESH:D001321,11254,1
MESH:D001321,29760,1
MESH:D001321,10563,1
MESH:D001321,4088,1
MESH:D001321,4087,1
MESH:D001321,4313,1
MESH:D001321,4201,1
MESH:D001321,4939,1
MESH:D001321,5725,1
MESH:D001321,6237,1
MESH:D001321,84993,1
MESH:D001321,9148,1
MESH:D001321,8048,1
MESH:D001321,4736,1
MESH:D001321,10241,1
MESH:D001321,5245,1
MESH:D001321,10237,1
MESH:D001321,989,1
MESH:D001321,57862,1
MESH:D001321,4889,1
MESH:D001321,54887,1
MESH:D001321,57148,1
MESH:D001321,205717,1
MESH:D001321,7776,1
MESH:D001321,23299,1
MESH:D001321,9183,1
MESH:D001321,6904,1
MESH:D001321,8301,1
MESH:D001321,55630,1
MESH:D001321,29986,1
MESH:D001321,353345,1
MESH:D001321,60592,1
MESH:D001321,5732,1
MESH:D001321,4486,1
MESH:D001321,2113,1
MESH:D001321,4646,1
MESH:D001321,114327,1
MESH:D001321,114781,1
MESH:D001321,50813,1
MESH:D001321,440073,1
MESH:D001321,30834,1
MESH:D001321,6456,1
MESH:D001321,125336,1
MESH:D001321,10048,1
MESH:D001321,84232,1
MESH:D001321,22997,1
MESH:D001321,392617,1
MESH:D001321,1620,1
MESH:D001321,57795,1
MESH:D001321,339479,1
MESH:D001321,23621,1
MESH:D001321,443,1
MESH:D001321,2257,1
MESH:D001321,7024,1
MESH:D001321,5144,1
MESH:D001321,6998,1
MESH:D001321,79924,1
MESH:D001321,145264,1
MESH:D001321,64798,1
MESH:D001321,50507,1
MESH:D001321,631,1
MESH:D001321,54880,1
MESH:D001321,1415,1
MESH:D001321,7035,1
MESH:D001321,9256,1
MESH:D001321,84680,1
MESH:D001321,1059,1
MESH:D001321,58473,1
MESH:D001321,3991,1
MESH:D001321,6317,1
MESH:D001321,55829,1
MESH:D001321,27087,1
MESH:D001321,3914,1
MESH:D001321,10514,1
MESH:D001321,51506,1
MESH:D001321,1455,1
MESH:D001321,2356,1
MESH:D001321,567,1
MESH:D001321,10131,1
MESH:D001321,53947,1
MESH:D001321,51659,1
MESH:D001321,5479,1
MESH:D001321,9409,1
MESH:D001321,100129842,1
MESH:D001321,6228,1
MESH:D001321,51163,1
MESH:D001321,11343,1
MESH:D001321,148979,1
MESH:D001321,4335,1
MESH:D001321,55359,1
MESH:D001321,26245,1
MESH:D001321,401993,1
MESH:D001321,127062,1
MESH:D001321,11010,1
MESH:D001321,11103,1
MESH:D001321,1397,1
MESH:D001321,445,1
MESH:D001321,9775,1
MESH:D001321,4116,1
MESH:D001321,1420,1
MESH:D001321,3664,1
MESH:D001321,861,1
MESH:D001321,675,1
MESH:D001321,5925,1
MESH:D001321,20,1
MESH:D001321,7048,1
MESH:D001321,22943,1
MESH:D001321,5744,1
MESH:D001321,10253,1
MESH:D001321,4322,1
MESH:D001321,2035,1
MESH:D001321,3704,1
MESH:D001321,8318,1
MESH:D001321,7178,1
MESH:D001321,51621,1
MESH:D001321,116535,1
MESH:D001321,404672,1
MESH:D001321,2071,1
MESH:D001321,2068,1
MESH:D001321,199713,1
MESH:D001321,55655,1
MESH:D001321,5777,1
MESH:D001321,6305,1
MESH:D001321,701,1
MESH:D001321,8216,1
MESH:D001321,9820,1
MESH:D001321,3298,1
MESH:D001321,10036,1
MESH:D001321,10383,1
MESH:D001321,4437,1
MESH:D001321,80790,1
MESH:D001321,9750,1
MESH:D001321,9801,1
MESH:D001321,2822,1
MESH:D001321,6936,1
MESH:D001321,10345,1
MESH:D001321,154215,1
MESH:D001321,57477,1
MESH:D001321,158584,1
MESH:D001321,10073,1
MESH:D001321,5554,1
MESH:D001321,5522,1
MESH:D001321,284656,1
MESH:D001321,3196,1
MESH:D001321,10198,1
MESH:D001321,132204,1
MESH:D001321,9223,1
MESH:D001321,6314,1
MESH:D001321,5241,1
MESH:D001321,7010,1
MESH:D001321,5291,1
MESH:D001321,11014,1
MESH:D001321,6624,1
MESH:D001321,654231,1
MESH:D001321,221955,1
MESH:D001321,80028,1
MESH:D001321,9265,1
MESH:D001321,392862,1
MESH:D001321,7965,1
MESH:D001321,7559,1
MESH:D001321,8544,1
MESH:D001321,1004,1
MESH:D001321,2196,1
MESH:D001321,55879,1
MESH:D001321,90007,1
MESH:D001321,10082,1
MESH:D001321,84630,1
MESH:D001321,124925,1
MESH:D001321,387509,1
MESH:D001321,57703,1
MESH:D001321,81031,1
MESH:D001321,161424,1
MESH:D001321,128272,1
MESH:D001321,5064,1
MESH:D001321,53635,1
MESH:D001321,57727,1
MESH:D001321,3394,1
MESH:D001321,51710,1
MESH:D001321,27012,1
MESH:D001321,10623,1
MESH:D001321,10501,1
MESH:D001321,64844,1
MESH:D001321,23541,1
MESH:D001321,11280,1
MESH:D001321,79741,1
MESH:D001321,79005,1
MESH:D001321,57094,1
MESH:D001321,285888,1
MESH:D001321,3638,1
MESH:D001321,3659,1
MESH:D001321,6586,1
MESH:D001321,9179,1
MESH:D001321,55112,1
MESH:D001321,1181,1
MESH:D001321,9355,1
MESH:D001321,7442,1
MESH:D001321,219681,1
MESH:D001321,285190,1
MESH:D001321,26035,1
MESH:D001321,26998,1
MESH:D001321,55,1
MESH:D001321,55288,1
MESH:D001321,3767,1
MESH:D001321,4863,1
MESH:D001321,472,1
MESH:D001321,6654,1
MESH:D001321,9054,1
MESH:D001321,5191,1
MESH:D001321,275,1
MESH:D001321,55624,1
MESH:D001321,388650,1
MESH:D001321,138311,1
MESH:D001321,125704,1
MESH:D001321,5905,1
MESH:D001321,9965,1
MESH:D001321,1776,1
MESH:D001321,283078,1
MESH:D001321,3906,1
MESH:D001321,6866,1
MESH:D001321,392,1
MESH:D001321,26580,1
MESH:D001321,25885,1
MESH:D001321,7750,1
MESH:D001321,5167,1
MESH:D001321,441061,1
MESH:D001321,54942,1
MESH:D001321,3320,1
MESH:D001321,4978,1
MESH:D001321,84274,1
MESH:D001321,2669,1
MESH:D001321,94030,1
MESH:D001321,2523,1
MESH:D001321,79868,1
MESH:D001321,116113,1
MESH:D001321,285513,1
MESH:D001321,607,1
MESH:D001321,4259,1
MESH:D001321,5289,1
MESH:D001321,55192,1
MESH:D001321,79843,1
MESH:D001321,123803,1
MESH:D001321,57701,1
MESH:D001321,7566,1
MESH:D001321,3916,1
MESH:D001321,57537,1
MESH:D001321,8522,1
MESH:D001321,55917,1
MESH:D001321,84063,1
MESH:D001321,54847,1
MESH:D001321,140767,1
MESH:D001321,378884,1
MESH:D001321,50617,1
MESH:D001321,525,1
MESH:D001321,8681,1
